22.051608599	13.453012701	36.603132999	42.106613301	30.3169289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54.5547224	11.937185599	24.0374395	30.4902925	18.6520429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14.4490358	41.786086099	39.927393599	19.0570564	22.8537017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25.3976179	44.982216	22.498687	26.4756839	24.271246499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29.902041099	37.4933744	15.7422072	39.5946712	45.973624099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.6593228	17.1118512	21.8835309	12.5078232	25.5800852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15.1344655	26.186620701	22.524110401	22.0826503	52.7707031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9.873316301	37.793976999	28.3968545	26.047887501	29.156845399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24.513525299	26.195882699	33.945852099	32.001004599	35.3293007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18.301882601	13.707826301	34.740627599	12.5400182	58.380050401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.171376099	25.341923201	33.903516401	16.3285318	32.7761628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24.8852768	29.848931399	28.886176	28.7900522	30.768994901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35.0457824	41.4968012	41.3940298	27.992975	31.3646204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.9460782	26.4787852	30.288385199	14.3223448	22.0684491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.6697908	22.567705601	13.830754499	14.0985022	50.011299401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.374169799	32.475794501	22.0970296	24.9473409	27.847386299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46.2373579	40.6951472	14.581767901	28.945113	25.0488129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23.5144766	28.8419706	32.762234801	16.8947739	15.08205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16.395275	28.263932101	25.9063471	28.5145203	25.059192901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26.0997258	28.3054416	28.6051295	31.903607399	31.581187801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
